iter	Passed	Remaining
1523	90916	28396
1524	90981	28338
1525	91040	28278
1526	91097	28218
1527	91154	28157
1528	91217	28099
1529	91273	28038
1530	91333	27978
1531	91398	27920
1532	91457	27860
1533	91516	27801
1534	91574	27740
1535	91635	27681
1536	91695	27622
1537	91744	27559
1538	91798	27497
1539	91854	27436
1540	91909	27376
1541	91974	27318
1542	92033	27258
1543	92092	27198
1544	92149	27137
1545	92204	27076
1546	92264	27017
1547	92328	26959
1548	92381	26897
1549	92438	26837
1550	92504	26779
1551	92562	26719
1552	92612	26656
1553	92668	26596
1554	92731	26537
1555	92788	26477
1556	92843	26415
1557	92904	26356
1558	92956	26295
1559	93016	26235
1560	93071	26174
1561	93127	26113
1562	93190	26055
1563	93246	25994
1564	93302	25933
1565	93360	25873
1566	93421	25814
1567	93480	25754
1568	93538	25694
1569	93594	25634
1570	93650	25573
1571	93705	25512
1572	93760	25451
1573	93820	25392
1574	93879	25332
1575	93935	25272
1576	93991	25211
1577	94055	25153
1578	94113	25093
1579	94171	25032
1580	94228	24972
1581	94284	24912
1582	94341	24851
1583	94404	24793
1584	94472	24735
1585	94533	24676
1586	94590	24616
1587	94648	24556
1588	94711	24497
1589	94774	24438
1590	94831	24378
1591	94888	24318
1592	94949	24259
1593	95007	24198
1594	95065	24138
1595	95125	24079
1596	95180	24018
1597	95245	23960
1598	95307	23901
1599	95369	23842
1600	95425	23781
1601	95483	23721
1602	95544	23662
1603	95601	23602
1604	95659	23542
1605	95715	23481
1606	95770	23421
1607	95833	23362
1608	95893	23302
1609	95950	23242
1610	96010	23183
1611	96074	23124
1612	96131	23064
1613	96184	23003
1614	96244	22943
1615	96307	22884
1616	96366	22825
1617	96423	22765
1618	96484	22705
1619	96549	22647
1620	96604	22586
1621	96661	22526
1622	96718	22466
1623	96787	22408
1624	96844	22348
1625	96903	22288
1626	96963	22229
1627	97067	22180
1628	97129	22120
1629	97178	22058
1630	97240	21999
1631	97299	21940
1632	97364	21881
1633	97420	21821
1634	97478	21761
1635	97534	21700
1636	97596	21641
1637	97661	21583
1638	97715	21522
1639	97777	21463
1640	97840	21404
1641	97896	21344
1642	97953	21283
1643	98009	21223
1644	98069	21163
1645	98129	21104
1646	98193	21045
1647	98261	20987
1648	98320	20928
1649	98384	20869
1650	98445	20810
1651	98505	20750
1652	98557	20689
1653	98606	20627
1654	98666	20568
1655	98723	20507
1656	98776	20446
1657	98817	20383
1658	98871	20322
1659	98926	20261
1660	98987	20202
1661	99044	20142
1662	99099	20082
